YEAR,Total
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,7
2012,7
2013,45
2014,3
2015,15
2016,12
2017,62
2018,348
2019,687
2020,705
