Date,Sum
2010,41608625.374024995
2011,43624658.75290001
2012,41984485.59056395
2013,45168487.76249999
2014,44273965.67292202
2015,42794191.89579998
2016,37259352.121800005
2017,36026692.63720001
2018,37430379.43830001
