Year,Violations
2001,518
2002,477
2003,508
2004,430
2005,501
2006,571
2007,991
2008,793
2009,658
2010,412
2011,506
2012,390
2013,407
2014,497
2015,481
2016,555
2017,653
2018,583
2019,809
2020,676
2021,1
