Program,State,CD,Facilities,Percent
CAA,WA,,18,2.5495750708215295
CWA,WA,,2959,72.20595412396291
RCRA,WA,,153,4.02313962661057
CAA,WA,5,1,1.8181818181818181
CWA,WA,5,161,77.77777777777779
RCRA,WA,5,16,4.747774480712167
