Date,Sum
2010,70714346.05408798
2011,92858222.70942502
2012,93423628.77398093
2013,89423049.762
2014,89139439.68299998
2015,87378309.65113004
2016,90216899.87539998
2017,86648881.93230002
2018,90877634.5739258
