YEAR,Total
2001,101
2002,70
2003,191
2004,85
2005,106
2006,66
2007,97
2008,334
2009,433
2010,624
2011,452
2012,283
2013,556
2014,429
2015,650
2016,602
2017,669
2018,955
2019,1022
2020,1034
