Date,Amount,Count
2001,8400,4
2002,1300,3
2003,8887,2
2004,15920,8
2005,5371,3
2006,159879,10
2007,148123,7
2008,6199,1
2009,11701,7
2010,5706,5
2011,2286,1
2012,1742,1
2013,18797,7
2014,0,0
2015,3908427,5
2016,710,1
2017,0,0
2018,5254,2
2019,7432,4
2020,2375,2
