Year,Violations
2001,2
2002,0
2003,0
2004,12
2005,58
2006,140
2007,212
2008,228
2009,119
2010,144
2011,84
2012,51
2013,126
2014,134
2015,96
2016,103
2017,148
2018,214
2019,340
2020,319
