YEAR,Total
2001,57
2002,80
2003,123
2004,197
2005,271
2006,410
2007,411
2008,588
2009,629
2010,654
2011,775
2012,906
2013,1005
2014,1235
2015,2072
2016,2993
2017,2730
2018,2511
2019,2161
2020,1599
