Year,Violations
2001,27
2002,168
2003,35
2004,27
2005,23
2006,0
2007,0
2008,2
2009,4
2010,3
2011,1
2012,1
2013,0
2014,0
2015,0
2016,2
2017,5
2018,4
2019,5
2020,0
