Year,Violations
2001,21
2002,16
2003,23
2004,9
2005,16
2006,9
2007,21
2008,13
2009,18
2010,10
2011,12
2012,9
2013,0
2014,6
2015,5
2016,7
2017,25
2018,13
2019,62
2020,35
