YEAR,Total
2001,100
2002,126
2003,194
2004,172
2005,249
2006,264
2007,330
2008,358
2009,405
2010,339
2011,314
2012,329
2013,313
2014,344
2015,384
2016,415
2017,324
2018,326
2019,388
2020,344
