Date,Amount,Count
2001,25000.0,3
2002,0.0,2
2003,0.0,0
2004,1425249.0,7
2005,5000.0,4
2006,1855000.0,5
2007,16000.0,2
2008,2000.0,2
2009,177000.0,3
2010,1594250.0,4
2011,5000.0,1
2012,25000.0,6
2013,22500.0,9
2014,220400.0,8
2015,471700.0,6
2016,300000.0,4
2017,3000.0,4
2018,62500.0,1
2019,4500.0,2
