Date,Count
2001,23
2002,39
2003,29
2004,24
2005,35
2006,29
2007,34
2008,34
2009,47
2010,23
2011,42
2012,33
2013,30
2014,28
2015,38
2016,42
2017,36
2018,53
2019,23
2020,12
