Year,Violations
2001,25
2002,53
2003,104
2004,69
2005,42
2006,44
2007,76
2008,60
2009,74
2010,86
2011,46
2012,41
2013,23
2014,31
2015,33
2016,44
2017,24
2018,30
2019,39
2020,23
