,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110723,RAY OLINGER SES,2,1.0,http://echo.epa.gov/detailed-facility-report?fid=110007175387,33.068166999999995,-96.453861
5301,TIMBERBLINDS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001878111,33.18051,-96.60871
5324,NAPA AUTO PARTS,0,,http://echo.epa.gov/detailed-facility-report?fid=110017842012,33.025098,-96.699121
6546,FRITO-LAY,0,,http://echo.epa.gov/detailed-facility-report?fid=110000825386,33.08051,-96.83682
10574,TOWN SQUARE DRY CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001876701,33.04091,-96.714533
10864,RITZ CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001872938,33.03132,-96.69905
12996,O'REILLY AUTO PARTS,0,,http://echo.epa.gov/detailed-facility-report?fid=110017842003,33.10052,-96.65391
15155,BETHANY DRY CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001877229,33.085818,-96.665873
16712,MR. K'S CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001872929,33.00711,-96.68104
22484,ALLEN CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001877201,33.08813,-96.67057
24668,121 REGIONAL DISPOSAL FACILITY,0,,http://echo.epa.gov/detailed-facility-report?fid=110043803578,33.29857,-96.53586
26577,CORRUGATED PAPER BOXES,0,,http://echo.epa.gov/detailed-facility-report?fid=110034691162,33.00713,-96.68454
26767,PROSPER PLANT,0,,http://echo.epa.gov/detailed-facility-report?fid=110017692932,33.230515999999994,-96.818833
29326,THOMAS TRACTOR TRENCH BURNER 2 SN 17114-4,0,,http://echo.epa.gov/detailed-facility-report?fid=110038454071,33.238514,-96.533672
30255,TEXHOMA WHEAT GROWERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110018858743,36.500694,-101.787222
31704,DRY CLEAN EXPREE,0,,http://echo.epa.gov/detailed-facility-report?fid=110001876765,33.04078,-96.70869
33360,TOWN & COUNTRY DRY CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110007206460,33.04102,-96.75715
37156,ALLEN HEIGHTS CLEANERS,0,,http://echo.epa.gov/detailed-facility-report?fid=110001877210,33.10032,-96.64069
39564,DRY CLEAN CITY,0,,http://echo.epa.gov/detailed-facility-report?fid=110001876783,33.03852,-96.73337
41829,TERRELLS DRY CLEANING,0,,http://echo.epa.gov/detailed-facility-report?fid=110006533723,33.10237,-96.6604
