Year,Violations
2001,411
2002,1123
2003,1749
2004,2264
2005,2277
2006,2309
2007,2254
2008,2517
2009,2130
2010,2108
2011,2203
2012,1679
2013,1735
2014,1783
2015,1627
2016,1368
2017,1332
2018,1423
2019,1374
2020,1054
