Date,Sum_District,Sum_State
2010,36365542.747999996,116701782.45672798
2011,39133551.774000004,124370104.22987065
2012,36359581.20000001,113516964.18127504
2013,38090307.566,112252305.25300002
2014,36763961.484000005,112803114.61500001
2015,35655155.4,101735630.366
2016,34651299.928,92825548.87100005
2017,33656365.206,85657466.06949998
2018,33057376.324000005,87755186.752
