Date,Count
2001,107
2002,163
2003,179
2004,153
2005,219
2006,217
2007,262
2008,223
2009,224
2010,252
2011,249
2012,241
2013,228
2014,220
2015,238
2016,232
2017,268
2018,204
2019,324
2020,185
