Year,Violations
2001,156
2002,436
2003,1432
2004,1881
2005,2084
2006,1939
2007,1966
2008,3633
2009,3463
2010,3314
2011,3164
2012,2928
2013,2305
2014,1902
2015,1759
2016,1487
2017,1414
2018,1250
2019,1212
2020,1127
