YEAR,Total
2001,72
2002,67
2003,30
2004,30
2005,24
2006,47
2007,33
2008,82
2009,103
2010,86
2011,49
2012,30
2013,91
2014,23
2015,81
2016,175
2017,72
2018,102
2019,198
2020,188
