Date,Count
2001,6
2002,18
2003,9
2004,21
2005,9
2006,2
2007,15
2008,16
2009,19
2010,23
2011,10
2012,16
2013,6
2014,7
2015,7
2016,16
2017,6
2018,15
2019,26
2020,5
