Year,Violations
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,1
2009,2
2010,4
2011,0
2012,0
2013,6
2014,0
2015,0
2016,0
2017,0
2018,0
2019,5
2020,4
