Date,Count
2001,46
2002,34
2003,20
2004,31
2005,20
2006,19
2007,45
2008,35
2009,30
2010,12
2011,11
2012,31
2013,24
2014,22
2015,11
2016,13
2017,11
2018,7
2019,10
2020,1
