Program,State,CD,Facilities,Percent
CAA,NV,,11,5.88235294117647
CWA,NV,,43,0.880065493246009
RCRA,NV,,37,1.6459074733096084
CAA,NV,4,1,2.083333333333333
CWA,NV,4,6,0.5509641873278237
RCRA,NV,4,3,0.8064516129032258
