Date,Count
2001,67
2002,59
2003,75
2004,87
2005,67
2006,104
2007,86
2008,99
2009,103
2010,96
2011,107
2012,78
2013,51
2014,40
2015,68
2016,49
2017,70
2018,40
2019,41
2020,3
