Program,State,CD,Facilities,Percent
CAA,NM,,7,0.14274061990212072
CWA,NM,,416,12.717823295628246
RCRA,NM,,37,1.3920240782543265
CAA,NM,1,1,0.09066183136899365
CWA,NM,1,115,15.972222222222221
RCRA,NM,1,16,1.6511867905056758
