Year,Violations
2001,1368
2002,1226
2003,1729
2004,2799
2005,2304
2006,2379
2007,2592
2008,2740
2009,2801
2010,2740
2011,2714
2012,2567
2013,2698
2014,2895
2015,3348
2016,3706
2017,4988
2018,5765
2019,5482
2020,3521
2021,4
