Year,Violations
2001,63
2002,27
2003,130
2004,34
2005,83
2006,26
2007,71
2008,112
2009,254
2010,230
2011,179
2012,110
2013,94
2014,80
2015,118
2016,156
2017,302
2018,730
2019,980
2020,1126
