Year,Violations
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,22
2008,9
2009,17
2010,3
2011,24
2012,17
2013,3
2014,4
2015,1
2016,1
2017,1
2018,6
2019,11
2020,10
