Year,Violations
2001,370
2002,303
2003,327
2004,270
2005,260
2006,315
2007,317
2008,505
2009,542
2010,564
2011,653
2012,574
2013,526
2014,391
2015,290
2016,294
2017,287
2018,314
2019,313
2020,197
