Year,Violations
2001,2
2002,1
2003,0
2004,2
2005,0
2006,0
2007,0
2008,0
2009,1
2010,0
2011,2
2012,0
2013,0
2014,2
2015,0
2016,0
2017,12
2018,60
2019,112
2020,90
