Year,Violations
2001,146
2002,110
2003,107
2004,106
2005,113
2006,101
2007,47
2008,40
2009,73
2010,62
2011,133
2012,151
2013,255
2014,424
2015,494
2016,484
2017,451
2018,464
2019,387
2020,278
