Year,Violations
2001,97
2002,54
2003,58
2004,69
2005,82
2006,63
2007,52
2008,54
2009,59
2010,61
2011,54
2012,105
2013,46
2014,31
2015,47
2016,128
2017,103
2018,185
2019,160
2020,170
