Year,Violations
2001,76
2002,62
2003,131
2004,105
2005,72
2006,47
2007,68
2008,204
2009,405
2010,397
2011,337
2012,222
2013,342
2014,215
2015,219
2016,374
2017,501
2018,899
2019,1107
2020,1350
