Date,Count
2001,60
2002,46
2003,47
2004,57
2005,57
2006,290
2007,253
2008,119
2009,123
2010,242
2011,230
2012,234
2013,254
2014,241
2015,260
2016,264
2017,235
2018,263
2019,227
2020,198
