Program,State,CD,Facilities,Percent
CAA,KY,,8,1.171303074670571
CWA,KY,,2073,25.237399561723883
RCRA,KY,,74,3.7055583375062593
CAA,KY,1,3,1.8867924528301887
CWA,KY,1,422,30.62409288824383
RCRA,KY,1,9,2.5210084033613445
