Year,Violations
2001,80
2002,107
2003,194
2004,326
2005,385
2006,349
2007,426
2008,368
2009,336
2010,461
2011,660
2012,485
2013,336
2014,281
2015,259
2016,356
2017,399
2018,427
2019,424
2020,353
