Date,Sum
2010,118260917.45251097
2011,128018589.76799996
2012,119718941.62615
2013,118315883.06099992
2014,118623246.32800001
2015,112028117.04279996
2016,104066208.969
2017,98646765.05470009
2018,100974378.96509996
