Year,Violations
2001,84
2002,245
2003,310
2004,362
2005,398
2006,466
2007,436
2008,448
2009,549
2010,642
2011,731
2012,782
2013,899
2014,1118
2015,2647
2016,4081
2017,2953
2018,1845
2019,1851
2020,1248
