Date,Count
2001,5
2002,1
2003,3
2004,4
2005,7
2006,4
2007,1
2008,4
2009,5
2010,0
2011,4
2012,3
2013,2
2014,5
2015,15
2016,20
2017,35
2018,16
2019,17
2020,11
