YEAR,Total
2001,1
2002,19
2003,47
2004,30
2005,29
2006,48
2007,73
2008,163
2009,166
2010,100
2011,102
2012,123
2013,96
2014,83
2015,91
2016,85
2017,94
2018,90
2019,56
2020,116
