YEAR,Total
2001,67
2002,33
2003,29
2004,34
2005,62
2006,84
2007,103
2008,58
2009,52
2010,89
2011,114
2012,93
2013,39
2014,33
2015,41
2016,37
2017,108
2018,302
2019,538
2020,560
