Year,Violations
2001,285
2002,312
2003,338
2004,303
2005,270
2006,356
2007,285
2008,248
2009,279
2010,315
2011,342
2012,280
2013,239
2014,150
2015,129
2016,140
2017,119
2018,163
2019,186
2020,170
