Year,Violations
2001,102
2002,97
2003,107
2004,118
2005,138
2006,254
2007,419
2008,474
2009,688
2010,913
2011,886
2012,1147
2013,995
2014,1017
2015,1243
2016,865
2017,948
2018,912
2019,1084
2020,897
2021,3
