Year,Violations
2001,65
2002,48
2003,107
2004,184
2005,227
2006,244
2007,240
2008,343
2009,281
2010,400
2011,327
2012,372
2013,320
2014,449
2015,302
2016,269
2017,192
2018,234
2019,256
2020,158
