YEAR,Total
2001,152
2002,201
2003,215
2004,305
2005,475
2006,770
2007,692
2008,643
2009,736
2010,732
2011,803
2012,791
2013,995
2014,1182
2015,1776
2016,2398
2017,2144
2018,2129
2019,2080
2020,1551
2021,4
