Date,Count
2001,67
2002,104
2003,91
2004,14
2005,17
2006,7
2007,22
2008,61
2009,101
2010,113
2011,69
2012,70
2013,18
2014,34
2015,37
2016,76
2017,85
2018,76
2019,98
2020,57
