Date,Sum_District,Sum_State
2010,17167605.506637998,103262779.71096647
2011,16166119.833588049,99907094.51018083
2012,15701792.468724493,98360270.79255809
2013,16533650.688000005,97975303.07939988
2014,15450788.949999997,93785311.88799985
2015,14981854.552000001,95450989.96249004
2016,12666617.264,88222550.75400002
2017,12783722.854,87360700.67900002
2018,14784841.166,90372700.10300003
