Program,State,CD,Facilities,Percent
CAA,GA,,39,0.9906019812039624
CWA,GA,,2109,4.4059581757787205
RCRA,GA,,105,2.0787962779647593
CAA,GA,13,0,0.0
CWA,GA,13,104,2.2564547624213493
RCRA,GA,13,8,2.888086642599278
