Date,Count
2001,29
2002,19
2003,18
2004,17
2005,12
2006,34
2007,41
2008,28
2009,38
2010,28
2011,16
2012,15
2013,24
2014,27
2015,31
2016,17
2017,9
2018,23
2019,19
2020,3
