Date,Count
2001,72
2002,98
2003,70
2004,63
2005,36
2006,42
2007,46
2008,52
2009,46
2010,76
2011,62
2012,62
2013,57
2014,56
2015,61
2016,43
2017,45
2018,29
2019,37
2020,8
