Date,Count
2001,22
2002,20
2003,23
2004,27
2005,13
2006,22
2007,34
2008,22
2009,27
2010,35
2011,30
2012,34
2013,28
2014,31
2015,33
2016,23
2017,33
2018,29
2019,27
2020,11
