YEAR,Total
2001,117
2002,114
2003,123
2004,158
2005,208
2006,216
2007,212
2008,223
2009,209
2010,214
2011,248
2012,257
2013,243
2014,296
2015,286
2016,400
2017,350
2018,352
2019,359
2020,282
