Date,Sum_District,Sum_State
2010,1748679.9577750005,32298374.972275015
2011,1976344.2680000002,27383950.2705
2012,2031798.6906250003,26662989.85765001
2013,1932799.7580000001,32583822.055300005
2014,1970450.2780000002,32562837.165989995
2015,1954513.8499999999,31130006.30166899
2016,1895385.2620000003,29526732.29297199
2017,1867494.4239999999,29562972.613106005
2018,1781583.7220000003,29356478.724847995
