YEAR,Total
2001,32
2002,7
2003,5
2004,22
2005,44
2006,145
2007,310
2008,454
2009,557
2010,637
2011,757
2012,780
2013,966
2014,872
2015,1177
2016,1628
2017,1792
2018,2083
2019,2354
2020,2001
