Date,Count
2001,48
2002,33
2003,52
2004,72
2005,71
2006,78
2007,77
2008,73
2009,73
2010,102
2011,71
2012,57
2013,75
2014,57
2015,67
2016,42
2017,47
2018,48
2019,52
2020,30
