,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
74650,TILDEN WASTEWATER TREATMENT FACILITY,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110041911429,28.452251,-98.553302
110934,CITY OF ROMA-SWTP - 803 N PORTSCHELLER,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009748522,26.404917,-99.018083
13145,QUAIL RUN WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110024412474,29.327306,-98.050479
51149,CITY OF LA JOYA WWTF,13,,http://echo.epa.gov/detailed-facility-report?fid=110024412152,26.213853,-98.489288
21640,CITY OF RIO GRANDE CITY - WWTP,12,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000760873,26.367306,-98.804056
64575,SAN MIGUEL ELECTRIC PLANT,12,2.0,http://echo.epa.gov/detailed-facility-report?fid=110000464426,28.704455,-98.477218
89927,CITY OF FLORESVILLE WWTP,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110010923082,29.128833,-98.173083
7622,QUAIL RUN WWTP,12,,http://echo.epa.gov/detailed-facility-report?fid=110064632517,28.46995,-98.618608
28198,CITY OF LYTLE WWTP,12,,http://echo.epa.gov/detailed-facility-report?fid=110006687228,29.217167,-98.79
44589,CITY READY MIX,12,,http://echo.epa.gov/detailed-facility-report?fid=110034318174,27.55514,-99.50736
8091,LAREDO CITY OF SEWER PLANT,11,2.0,http://echo.epa.gov/detailed-facility-report?fid=110006620898,27.496417,-99.487847
68665,REGIONAL WWTF,11,2.0,http://echo.epa.gov/detailed-facility-report?fid=110010921217,27.362528,-99.503222
105539,CITY OF POTEET WWTF,11,2.0,http://echo.epa.gov/detailed-facility-report?fid=110009780102,29.0324,-98.5673
94863,CITY OF CHARLOTTE WWTP,11,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009746089,28.856444,-98.715583
41567,CONVERSE CONCRETE BATCH PLANT,11,,http://echo.epa.gov/detailed-facility-report?fid=110063890954,29.483716,-98.234431
90236,PALMIRA MENDIOLA LA JOYA ISD 25 WWTP,11,,http://echo.epa.gov/detailed-facility-report?fid=110063222436,26.293183000000006,-98.388589
102190,"RICKAWAY ENERGY, CORP.",11,,http://echo.epa.gov/detailed-facility-report?fid=110063891105,28.97806,-98.52339
31253,EAST CENTRAL HIGH SCHOOL WWTP,10,,http://echo.epa.gov/detailed-facility-report?fid=110011419410,29.36312,-98.35973
62279,EAGLE CREEK RANCH WTP,10,,http://echo.epa.gov/detailed-facility-report?fid=110022430644,29.23801,-98.24113
91056,WEST AGUA WWTP,10,,http://echo.epa.gov/detailed-facility-report?fid=110013340072,26.278246000000006,-98.570437
