YEAR,Total
2001,43
2002,141
2003,164
2004,219
2005,221
2006,211
2007,110
2008,41
2009,57
2010,131
2011,166
2012,255
2013,315
2014,298
2015,282
2016,241
2017,263
2018,299
2019,293
2020,185
