Program,State,CD,Facilities,Percent
CAA,OK,,32,0.22852245947297006
CWA,OK,,416,39.31947069943289
RCRA,OK,,23,0.66493206128939
CAA,OK,2,5,0.23629489603024575
CWA,OK,2,175,47.2972972972973
RCRA,OK,2,3,0.7731958762886598
