Year,Violations
2001,566
2002,520
2003,513
2004,579
2005,476
2006,542
2007,621
2008,759
2009,697
2010,744
2011,699
2012,747
2013,477
2014,229
2015,146
2016,132
2017,144
2018,213
2019,189
2020,213
