Date,Amount,Count
2001,277750.0,7
2002,210200.0,5
2003,74600.0,11
2004,827500.0,11
2005,1940500.0,19
2006,69600.0,5
2007,128500.0,9
2008,73900.0,2
2009,32149614.0,17
2010,488570.0,24
2011,787010.0,20
2012,3379290.0,24
2013,1130670.0,12
2014,804061.73,13
2015,83938.75,13
2016,8800625.46,71
2017,157218.30999999997,38
2018,460367.68000000005,27
2019,151255.22999999998,19
2020,53257.0,9
