,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
51095,QUAIL RUN SERVICES,13,1.0,http://echo.epa.gov/detailed-facility-report?fid=110055045589,31.319722,-103.621111
30893,EL PASO COUNTY WCID 4 WWTP,13,,http://echo.epa.gov/detailed-facility-report?fid=110006687175,31.507581,-106.163121
94864,CITY OF ASHERTON,13,,http://echo.epa.gov/detailed-facility-report?fid=110010922779,28.460444,-99.750167
4810,CITY OF CASTROVILLE WWTF,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110027991957,29.343888,-98.884166
14797,CITY OF SABINAL WWTP,12,,http://echo.epa.gov/detailed-facility-report?fid=110024465005,29.322823,-99.486024
17405,CARRIZO SPRINGS WWTP,12,,http://echo.epa.gov/detailed-facility-report?fid=110064596101,28.54444,-99.803333
86703,ALAMO CONCRETE PRODUCTS DUNLAY PLANT 83,12,,http://echo.epa.gov/detailed-facility-report?fid=110040353738,29.210313,-98.591869
97432,CRANE PLANT,12,,http://echo.epa.gov/detailed-facility-report?fid=110067581833,31.40459,-102.35258
102199,UVALDE NATIONAL FISH HATCHERY,12,,http://echo.epa.gov/detailed-facility-report?fid=110030452310,29.189313,-99.834184
3511,CITY OF COTULLA WWTP,11,1.0,http://echo.epa.gov/detailed-facility-report?fid=110010842749,28.427362,-99.220074
45705,CITY OF DILLEY WWTF,11,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009772273,28.654083,-99.198056
15912,SIERRA BLANCA WWTF,11,,http://echo.epa.gov/detailed-facility-report?fid=110009692671,31.163528000000003,-105.320444
17956,TERLINGUA WTP,11,,http://echo.epa.gov/detailed-facility-report?fid=110064596236,29.31993,-103.61258
25710,CITY OF BIG WELLS WWTF,11,,http://echo.epa.gov/detailed-facility-report?fid=110010131106,28.566861,-99.580806
60382,FM 417 SITE,11,,http://echo.epa.gov/detailed-facility-report?fid=110064603594,29.52271,-98.80934
67880,MAIN WWTF,11,,http://echo.epa.gov/detailed-facility-report?fid=110009774994,30.673611,-101.213361
112595,HWY 211 READY MIX,11,,http://echo.epa.gov/detailed-facility-report?fid=110055499642,29.56679,-98.79253
7122,CITY OF ALPINE MUNICIPAL WWTF,10,4.0,http://echo.epa.gov/detailed-facility-report?fid=110013684986,30.398944,-103.644694
66039,CITY OF CRYSTAL CITY,10,1.0,http://echo.epa.gov/detailed-facility-report?fid=110034538542,28.6969,-99.8176
87169,CITY OF ROCKSPRINGS WWTP,10,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009773940,30.024917,-100.217167
