,FAC_NAME,noncomp_count,CAA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
17823,BIG LAKE PLANT,12,2.0,http://echo.epa.gov/detailed-facility-report?fid=110007180790,31.152959000000006,-101.344583
90589,LANCASTER RANCH COMPRESSOR STATION AND TREATING FACILITY,12,2.0,http://echo.epa.gov/detailed-facility-report?fid=110043678883,28.72435,-99.0471
102050,ENCONTRADO TREATER,12,2.0,http://echo.epa.gov/detailed-facility-report?fid=110007019626,30.97611,-101.69222
112419,NELSON GARDENS,12,1.0,http://echo.epa.gov/detailed-facility-report?fid=110033180607,29.34664,-98.64637
19936,NELEH GAS PLANT,12,,http://echo.epa.gov/detailed-facility-report?fid=110062259078,31.038611,-102.222494
25266,APPROACH OZONA NE COMPRESSOR STATION,12,,http://echo.epa.gov/detailed-facility-report?fid=110031253168,30.7775,-100.990833
46131,MITCHELL TREATING FACILITY,12,,http://echo.epa.gov/detailed-facility-report?fid=110007181316,30.649719,-102.479172
54059,RIO PECOS POWER STATION,12,,http://echo.epa.gov/detailed-facility-report?fid=110022448546,31.0867,-102.3694
102309,MITCHELL COMPRESSOR STATION,12,,http://echo.epa.gov/detailed-facility-report?fid=110039093888,30.671543,-102.48981
76657,CITY OF DEL RIO LANDFILL,1,2.0,http://echo.epa.gov/detailed-facility-report?fid=110034169628,29.36855,-100.86064
110669,COYANOSA GAS PLANT,1,1.0,http://echo.epa.gov/detailed-facility-report?fid=110034242077,31.190833,-102.989444
77135,BP AMERICA PRODUCTION BLOCK 31 GAS PLANT,1,,http://echo.epa.gov/detailed-facility-report?fid=110015736907,31.6467,-102.52869
77401,WAHA GAS PLANT,1,,http://echo.epa.gov/detailed-facility-report?fid=110037526157,31.2684,-103.0862
100371,COX COMPRESSOR STATION,1,,http://echo.epa.gov/detailed-facility-report?fid=110070183793,31.641617,-101.474439
102794,2600 COMPRESSOR STATION,1,,http://echo.epa.gov/detailed-facility-report?fid=110041323920,31.5488,-101.3349
425,ROJO COMPRESSOR STATION,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110033180867,31.193611,-103.045833
959,TIPPETT GAS PLANT,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110000879880,31.037516,-102.222821
24010,MIDKIFF GAS PLANT,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110007198781,31.48056,-101.835564
29042,WILSHIRE TREATING FACILITY,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110007201875,31.43889,-102.188606
65099,WEST WADDELL COMPRESSOR STATION,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110045488049,31.52,-102.64
